method;N;M;threads;chunkSize;ExecutingTime;
Dynamic;350;350;5;271;0.142088;
Dynamic;350;350;5;281;0.1477;
Dynamic;350;350;5;291;0.150868;
Dynamic;350;350;5;301;0.164393;
Dynamic;350;350;5;311;0.177598;
Dynamic;350;350;5;321;0.165675;
Dynamic;350;350;5;331;0.172614;
Dynamic;350;350;5;341;0.181568;
Dynamic;350;350;6;1;0.0316108;
Dynamic;350;350;6;11;0.0339927;
Dynamic;350;350;6;21;0.0326093;
Dynamic;350;350;6;31;0.0321572;
Dynamic;350;350;6;41;0.042783;
Dynamic;350;350;6;51;0.0502716;
Dynamic;350;350;6;61;0.0395529;
Dynamic;350;350;6;71;0.0376042;
Dynamic;350;350;6;81;0.0469093;
Dynamic;350;350;6;91;0.0536584;
Dynamic;350;350;6;101;0.0535336;
Dynamic;350;350;6;111;0.0599798;
Dynamic;350;350;6;121;0.0643157;
Dynamic;350;350;6;131;0.0689035;
Dynamic;350;350;6;141;0.0787436;
Dynamic;350;350;6;151;0.0793235;
Dynamic;350;350;6;161;0.0851956;
Dynamic;350;350;6;171;0.0887024;
Dynamic;350;350;6;181;0.0935993;
Dynamic;350;350;6;191;0.0985559;
Dynamic;350;350;6;201;0.10469;
Dynamic;350;350;6;211;0.109876;
Dynamic;350;350;6;221;0.113652;
Dynamic;350;350;6;231;0.11922;
Dynamic;350;350;6;241;0.127065;
Dynamic;350;350;6;251;0.131235;
Dynamic;350;350;6;261;0.134394;
Dynamic;350;350;6;271;0.150583;
Dynamic;350;350;6;281;0.145014;
Dynamic;350;350;6;291;0.150174;
Dynamic;350;350;6;301;0.163255;
Dynamic;350;350;6;311;0.16007;
Dynamic;350;350;6;321;0.165467;
Dynamic;350;350;6;331;0.169982;
Dynamic;350;350;6;341;0.175587;
Dynamic;350;350;7;1;0.0262402;
Dynamic;350;350;7;11;0.0283933;
Dynamic;350;350;7;21;0.0325243;
Dynamic;350;350;7;31;0.0322153;
Dynamic;350;350;7;41;0.0434118;
Dynamic;350;350;7;51;0.0289693;
Dynamic;350;350;7;61;0.0315824;
Dynamic;350;350;7;71;0.0387608;
Dynamic;350;350;7;81;0.0423517;
Dynamic;350;350;7;91;0.0476213;
Dynamic;350;350;7;101;0.0531978;
Dynamic;350;350;7;111;0.061006;
Dynamic;350;350;7;121;0.0631424;
Dynamic;350;350;7;131;0.069637;
Dynamic;350;350;7;141;0.0776829;
Dynamic;350;350;7;151;0.0784342;
Dynamic;350;350;7;161;0.0847013;
Dynamic;350;350;7;171;0.0881247;
Dynamic;350;350;7;181;0.0931406;
Dynamic;350;350;7;191;0.099523;
Dynamic;350;350;7;201;0.10429;
Dynamic;350;350;7;211;0.108684;
Dynamic;350;350;7;221;0.114092;
Dynamic;350;350;7;231;0.120712;
Dynamic;350;350;7;241;0.125718;
Dynamic;350;350;7;251;0.130078;
Dynamic;350;350;7;261;0.135102;
Dynamic;350;350;7;271;0.141112;
Dynamic;350;350;7;281;0.14536;
Dynamic;350;350;7;291;0.150035;
Dynamic;350;350;7;301;0.155367;
Dynamic;350;350;7;311;0.160446;
Dynamic;350;350;7;321;0.165589;
Dynamic;350;350;7;331;0.170775;
Dynamic;350;350;7;341;0.175671;
Dynamic;350;350;8;1;0.0232096;
Dynamic;350;350;8;11;0.0237759;
Dynamic;350;350;8;21;0.0291525;
Dynamic;350;350;8;31;0.0324507;
Dynamic;350;350;8;41;0.033689;
Dynamic;350;350;8;51;0.0264173;
Dynamic;350;350;8;61;0.03194;
Dynamic;350;350;8;71;0.0371011;
Dynamic;350;350;8;81;0.0438453;
Dynamic;350;350;8;91;0.0475183;
Dynamic;350;350;8;101;0.0544648;
Dynamic;350;350;8;111;0.0589289;
Dynamic;350;350;8;121;0.0651391;
Dynamic;350;350;8;131;0.0695945;
Dynamic;350;350;8;141;0.0765817;
Dynamic;350;350;8;151;0.0827965;
Dynamic;350;350;8;161;0.0883972;
Dynamic;350;350;8;171;0.0893588;
Dynamic;350;350;8;181;0.100664;
Dynamic;350;350;8;191;0.0991049;
Dynamic;350;350;8;201;0.104176;
Dynamic;350;350;8;211;0.11191;
Dynamic;350;350;8;221;0.132667;
Dynamic;350;350;8;231;0.126166;
Dynamic;350;350;8;241;0.131265;
Dynamic;350;350;8;251;0.132784;
Dynamic;350;350;8;261;0.136737;
Dynamic;350;350;8;271;0.140991;
Dynamic;350;350;8;281;0.161636;
Dynamic;350;350;8;291;0.158725;
Dynamic;350;350;8;301;0.187061;
Dynamic;350;350;8;311;0.166038;
Dynamic;350;350;8;321;0.168559;
Dynamic;350;350;8;331;0.177605;
Dynamic;350;350;8;341;0.192908;
Dynamic;360;360;1;1;0.206052;
Dynamic;360;360;1;11;0.203459;
Dynamic;360;360;1;21;0.199909;
Dynamic;360;360;1;31;0.200267;
Dynamic;360;360;1;41;0.202356;
Dynamic;360;360;1;51;0.199943;
Dynamic;360;360;1;61;0.199414;
Dynamic;360;360;1;71;0.200892;
Dynamic;360;360;1;81;0.201019;
Dynamic;360;360;1;91;0.199562;
Dynamic;360;360;1;101;0.205969;
Dynamic;360;360;1;111;0.196744;
Dynamic;360;360;1;121;0.195786;
Dynamic;360;360;1;131;0.20147;
Dynamic;360;360;1;141;0.200558;
Dynamic;360;360;1;151;0.199855;
Dynamic;360;360;1;161;0.200205;
Dynamic;360;360;1;171;0.205029;
Dynamic;360;360;1;181;0.199724;
Dynamic;360;360;1;191;0.199124;
Dynamic;360;360;1;201;0.198614;
Dynamic;360;360;1;211;0.202016;
Dynamic;360;360;1;221;0.206946;
Dynamic;360;360;1;231;0.20389;
Dynamic;360;360;1;241;0.202385;
Dynamic;360;360;1;251;0.201909;
Dynamic;360;360;1;261;0.199069;
Dynamic;360;360;1;271;0.204652;
Dynamic;360;360;1;281;0.201218;
Dynamic;360;360;1;291;0.201761;
Dynamic;360;360;1;301;0.197621;
Dynamic;360;360;1;311;0.1961;
Dynamic;360;360;1;321;0.196732;
Dynamic;360;360;1;331;0.196725;
Dynamic;360;360;1;341;0.196591;
Dynamic;360;360;1;351;0.196608;
Dynamic;360;360;2;1;0.102552;
Dynamic;360;360;2;11;0.101739;
Dynamic;360;360;2;21;0.104651;
Dynamic;360;360;2;31;0.101544;
Dynamic;360;360;2;41;0.107591;
Dynamic;360;360;2;51;0.111754;
Dynamic;360;360;2;61;0.100617;
Dynamic;360;360;2;71;0.11768;
Dynamic;360;360;2;81;0.110486;
Dynamic;360;360;2;91;0.104779;
Dynamic;360;360;2;101;0.111254;
Dynamic;360;360;2;111;0.122292;
Dynamic;360;360;2;121;0.131067;
Dynamic;360;360;2;131;0.128395;
Dynamic;360;360;2;141;0.121608;
Dynamic;360;360;2;151;0.116785;
Dynamic;360;360;2;161;0.109178;
Dynamic;360;360;2;171;0.105427;
Dynamic;360;360;2;181;0.100242;
Dynamic;360;360;2;191;0.108088;
Dynamic;360;360;2;201;0.111895;
Dynamic;360;360;2;211;0.116493;
Dynamic;360;360;2;221;0.12498;
Dynamic;360;360;2;231;0.127103;
Dynamic;360;360;2;241;0.135205;
Dynamic;360;360;2;251;0.141538;
Dynamic;360;360;2;261;0.150725;
Dynamic;360;360;2;271;0.155751;
Dynamic;360;360;2;281;0.160867;
Dynamic;360;360;2;291;0.166875;
Dynamic;360;360;2;301;0.168652;
Dynamic;360;360;2;311;0.172169;
Dynamic;360;360;2;321;0.178672;
Dynamic;360;360;2;331;0.185834;
Dynamic;360;360;2;341;0.188189;
Dynamic;360;360;2;351;0.194705;
Dynamic;360;360;3;1;0.0679329;
Dynamic;360;360;3;11;0.0703535;
Dynamic;360;360;3;21;0.0683695;
Dynamic;360;360;3;31;0.068184;
Dynamic;360;360;3;41;0.0673202;
Dynamic;360;360;3;51;0.0847799;
Dynamic;360;360;3;61;0.0733445;
Dynamic;360;360;3;71;0.0802955;
Dynamic;360;360;3;81;0.0891917;
Dynamic;360;360;3;91;0.098061;
Dynamic;360;360;3;101;0.0923768;
Dynamic;360;360;3;111;0.0750823;
Dynamic;360;360;3;121;0.0715799;
Dynamic;360;360;3;131;0.0769485;
Dynamic;360;360;3;141;0.0819348;
Dynamic;360;360;3;151;0.0901458;
Dynamic;360;360;3;161;0.0941905;
Dynamic;360;360;3;171;0.0992536;
Dynamic;360;360;3;181;0.0996195;
Dynamic;360;360;3;191;0.103688;
Dynamic;360;360;3;201;0.109141;
Dynamic;360;360;3;211;0.114826;
Dynamic;360;360;3;221;0.12087;
Dynamic;360;360;3;231;0.125811;
Dynamic;360;360;3;241;0.179034;
Dynamic;360;360;3;251;0.157615;
Dynamic;360;360;3;261;0.154496;
Dynamic;360;360;3;271;0.163991;
Dynamic;360;360;3;281;0.175402;
Dynamic;360;360;3;291;0.157924;
Dynamic;360;360;3;301;0.163217;
Dynamic;360;360;3;311;0.168862;
Dynamic;360;360;3;321;0.175409;
Dynamic;360;360;3;331;0.180456;
Dynamic;360;360;3;341;0.186306;
Dynamic;360;360;3;351;0.191346;
Dynamic;360;360;4;1;0.0531853;
Dynamic;360;360;4;11;0.0526655;
Dynamic;360;360;4;21;0.0574771;
Dynamic;360;360;4;31;0.0539412;
Dynamic;360;360;4;41;0.0619118;
Dynamic;360;360;4;51;0.0582624;
Dynamic;360;360;4;61;0.0674519;
Dynamic;360;360;4;71;0.0800583;
Dynamic;360;360;4;81;0.0634435;
Dynamic;360;360;4;91;0.0517636;
Dynamic;360;360;4;101;0.0584481;
Dynamic;360;360;4;111;0.0630157;
Dynamic;360;360;4;121;0.0686267;
Dynamic;360;360;4;131;0.0749463;
Dynamic;360;360;4;141;0.0802022;
Dynamic;360;360;4;151;0.0852443;
Dynamic;360;360;4;161;0.097423;
Dynamic;360;360;4;171;0.0982357;
Dynamic;360;360;4;181;0.0984045;
Dynamic;360;360;4;191;0.10856;
Dynamic;360;360;4;201;0.116333;
Dynamic;360;360;4;211;0.117329;
Dynamic;360;360;4;221;0.121142;
Dynamic;360;360;4;231;0.126803;
Dynamic;360;360;4;241;0.130799;
Dynamic;360;360;4;251;0.136609;
Dynamic;360;360;4;261;0.142016;
Dynamic;360;360;4;271;0.150998;
Dynamic;360;360;4;281;0.16538;
Dynamic;360;360;4;291;0.167959;
Dynamic;360;360;4;301;0.168156;
Dynamic;360;360;4;311;0.177413;
Dynamic;360;360;4;321;0.180848;
Dynamic;360;360;4;331;0.186387;
Dynamic;360;360;4;341;0.188381;
Dynamic;360;360;4;351;0.20015;
Dynamic;360;360;5;1;0.0398763;
Dynamic;360;360;5;11;0.0417964;
Dynamic;360;360;5;21;0.0459152;
Dynamic;360;360;5;31;0.0524422;
Dynamic;360;360;5;41;0.0454196;
Dynamic;360;360;5;51;0.0577214;
Dynamic;360;360;5;61;0.0658913;
Dynamic;360;360;5;71;0.0413765;
Dynamic;360;360;5;81;0.0447393;
Dynamic;360;360;5;91;0.0505134;
Dynamic;360;360;5;101;0.0599419;
Dynamic;360;360;5;111;0.0637092;
Dynamic;360;360;5;121;0.0838267;
Dynamic;360;360;5;131;0.0778189;
Dynamic;360;360;5;141;0.0802255;
Dynamic;360;360;5;151;0.085349;
Dynamic;360;360;5;161;0.114626;
Dynamic;360;360;5;171;0.0969106;
Dynamic;360;360;5;181;0.100212;
Dynamic;360;360;5;191;0.104832;
Dynamic;360;360;5;201;0.109882;
Dynamic;360;360;5;211;0.115305;
Dynamic;360;360;5;221;0.120212;
Dynamic;360;360;5;231;0.125942;
Dynamic;360;360;5;241;0.133527;
Dynamic;360;360;5;251;0.136419;
Dynamic;360;360;5;261;0.143471;
Dynamic;360;360;5;271;0.147418;
Dynamic;360;360;5;281;0.15308;
Dynamic;360;360;5;291;0.158721;
Dynamic;360;360;5;301;0.167803;
Dynamic;360;360;5;311;0.172461;
Dynamic;360;360;5;321;0.174508;
Dynamic;360;360;5;331;0.180549;
Dynamic;360;360;5;341;0.193803;
Dynamic;360;360;5;351;0.199549;
Dynamic;360;360;6;1;0.0338776;
Dynamic;360;360;6;11;0.0360824;
Dynamic;360;360;6;21;0.0407435;
Dynamic;360;360;6;31;0.0359939;
Dynamic;360;360;6;41;0.0517063;
Dynamic;360;360;6;51;0.0586068;
Dynamic;360;360;6;61;0.0337908;
Dynamic;360;360;6;71;0.0452725;
Dynamic;360;360;6;81;0.047194;
Dynamic;360;360;6;91;0.0506682;
Dynamic;360;360;6;101;0.0559714;
Dynamic;360;360;6;111;0.0687143;
Dynamic;360;360;6;121;0.0682686;
Dynamic;360;360;6;131;0.0723642;
Dynamic;360;360;6;141;0.0774414;
Dynamic;360;360;6;151;0.0831724;
Dynamic;360;360;6;161;0.0883141;
Dynamic;360;360;6;171;0.0951188;
Dynamic;360;360;6;181;0.0998705;
Dynamic;360;360;6;191;0.105905;
Dynamic;360;360;6;201;0.110605;
Dynamic;360;360;6;211;0.114562;
Dynamic;360;360;6;221;0.120383;
Dynamic;360;360;6;231;0.134663;
Dynamic;360;360;6;241;0.137956;
Dynamic;360;360;6;251;0.136741;
Dynamic;360;360;6;261;0.146172;
Dynamic;360;360;6;271;0.147517;
Dynamic;360;360;6;281;0.153093;
Dynamic;360;360;6;291;0.163436;
Dynamic;360;360;6;301;0.163291;
Dynamic;360;360;6;311;0.168981;
Dynamic;360;360;6;321;0.174784;
Dynamic;360;360;6;331;0.187487;
Dynamic;360;360;6;341;0.207181;
Dynamic;360;360;6;351;0.22308;
Dynamic;360;360;7;1;0.0329386;
Dynamic;360;360;7;11;0.0341845;
Dynamic;360;360;7;21;0.0383918;
Dynamic;360;360;7;31;0.0388044;
Dynamic;360;360;7;41;0.0490557;
Dynamic;360;360;7;51;0.0333961;
Dynamic;360;360;7;61;0.0381427;
Dynamic;360;360;7;71;0.0433128;
Dynamic;360;360;7;81;0.048812;
Dynamic;360;360;7;91;0.0507854;
Dynamic;360;360;7;101;0.0590175;
Dynamic;360;360;7;111;0.068128;
Dynamic;360;360;7;121;0.0677337;
Dynamic;360;360;7;131;0.0720622;
Dynamic;360;360;7;141;0.0766802;
Dynamic;360;360;7;151;0.0941197;
Dynamic;360;360;7;161;0.0906267;
Dynamic;360;360;7;171;0.0975562;
Dynamic;360;360;7;181;0.10051;
Dynamic;360;360;7;191;0.106125;
Dynamic;360;360;7;201;0.111895;
Dynamic;360;360;7;211;0.117052;
Dynamic;360;360;7;221;0.123406;
Dynamic;360;360;7;231;0.128267;
Dynamic;360;360;7;241;0.138928;
Dynamic;360;360;7;251;0.139214;
Dynamic;360;360;7;261;0.144857;
Dynamic;360;360;7;271;0.15067;
Dynamic;360;360;7;281;0.169114;
Dynamic;360;360;7;291;0.163421;
Dynamic;360;360;7;301;0.16825;
Dynamic;360;360;7;311;0.173062;
Dynamic;360;360;7;321;0.179399;
Dynamic;360;360;7;331;0.184657;
Dynamic;360;360;7;341;0.185892;
Dynamic;360;360;7;351;0.196439;
Dynamic;360;360;8;1;0.025039;
Dynamic;360;360;8;11;0.0283275;
Dynamic;360;360;8;21;0.0347024;
Dynamic;360;360;8;31;0.0352114;
Dynamic;360;360;8;41;0.039855;
Dynamic;360;360;8;51;0.0327613;
Dynamic;360;360;8;61;0.0352135;
Dynamic;360;360;8;71;0.0393849;
Dynamic;360;360;8;81;0.0458634;
Dynamic;360;360;8;91;0.0519003;
Dynamic;360;360;8;101;0.0566403;
Dynamic;360;360;8;111;0.0654292;
Dynamic;360;360;8;121;0.0718447;
Dynamic;360;360;8;131;0.0726594;
Dynamic;360;360;8;141;0.0793158;
Dynamic;360;360;8;151;0.0875769;
Dynamic;360;360;8;161;0.0999671;
Dynamic;360;360;8;171;0.0941189;
Dynamic;360;360;8;181;0.0983324;
Dynamic;360;360;8;191;0.104901;
Dynamic;360;360;8;201;0.109326;
Dynamic;360;360;8;211;0.11433;
Dynamic;360;360;8;221;0.127037;
Dynamic;360;360;8;231;0.125055;
Dynamic;360;360;8;241;0.137893;
Dynamic;360;360;8;251;0.136315;
Dynamic;360;360;8;261;0.143631;
Dynamic;360;360;8;271;0.148215;
Dynamic;360;360;8;281;0.152694;
Dynamic;360;360;8;291;0.160797;
Dynamic;360;360;8;301;0.169583;
Dynamic;360;360;8;311;0.169154;
Dynamic;360;360;8;321;0.175142;
Dynamic;360;360;8;331;0.180284;
Dynamic;360;360;8;341;0.18734;
Dynamic;360;360;8;351;0.190674;
Dynamic;370;370;1;1;0.212669;
Dynamic;370;370;1;11;0.212954;
Dynamic;370;370;1;21;0.212642;
Dynamic;370;370;1;31;0.212652;
Dynamic;370;370;1;41;0.212584;
Dynamic;370;370;1;51;0.213692;
Dynamic;370;370;1;61;0.21256;
Dynamic;370;370;1;71;0.213114;
Dynamic;370;370;1;81;0.212598;
Dynamic;370;370;1;91;0.212713;
Dynamic;370;370;1;101;0.212324;
Dynamic;370;370;1;111;0.213016;
Dynamic;370;370;1;121;0.212559;
Dynamic;370;370;1;131;0.212421;
Dynamic;370;370;1;141;0.21253;
Dynamic;370;370;1;151;0.212656;
Dynamic;370;370;1;161;0.212812;
Dynamic;370;370;1;171;0.212589;
Dynamic;370;370;1;181;0.212634;
Dynamic;370;370;1;191;0.212532;
Dynamic;370;370;1;201;0.212846;
Dynamic;370;370;1;211;0.212465;
Dynamic;370;370;1;221;0.212752;
Dynamic;370;370;1;231;0.212695;
Dynamic;370;370;1;241;0.212503;
Dynamic;370;370;1;251;0.212684;
Dynamic;370;370;1;261;0.212922;
Dynamic;370;370;1;271;0.212609;
Dynamic;370;370;1;281;0.212688;
Dynamic;370;370;1;291;0.212537;
Dynamic;370;370;1;301;0.212735;
Dynamic;370;370;1;311;0.212641;
Dynamic;370;370;1;321;0.212461;
Dynamic;370;370;1;331;0.212654;
Dynamic;370;370;1;341;0.212576;
Dynamic;370;370;1;351;0.212656;
Dynamic;370;370;1;361;0.21258;
Dynamic;370;370;2;1;0.106831;
Dynamic;370;370;2;11;0.107742;
Dynamic;370;370;2;21;0.109163;
Dynamic;370;370;2;31;0.1138;
Dynamic;370;370;2;41;0.118713;
Dynamic;370;370;2;51;0.117513;
Dynamic;370;370;2;61;0.12551;
Dynamic;370;370;2;71;0.136903;
Dynamic;370;370;2;81;0.119067;
Dynamic;370;370;2;91;0.107551;
Dynamic;370;370;2;101;0.115628;
Dynamic;370;370;2;111;0.127113;
Dynamic;370;370;2;121;0.139769;
Dynamic;370;370;2;131;0.13897;
Dynamic;370;370;2;141;0.131195;
Dynamic;370;370;2;151;0.125619;
Dynamic;370;370;2;161;0.11944;
Dynamic;370;370;2;171;0.114167;
Dynamic;370;370;2;181;0.108255;
Dynamic;370;370;2;191;0.109436;
Dynamic;370;370;2;201;0.128477;
Dynamic;370;370;2;211;0.125769;
Dynamic;370;370;2;221;0.130174;
Dynamic;370;370;2;231;0.151527;
Dynamic;370;370;2;241;0.14225;
Dynamic;370;370;2;251;0.145954;
Dynamic;370;370;2;261;0.151664;
Dynamic;370;370;2;271;0.157507;
Dynamic;370;370;2;281;0.161541;
Dynamic;370;370;2;291;0.170812;
Dynamic;370;370;2;301;0.177705;
Dynamic;370;370;2;311;0.183891;
Dynamic;370;370;2;321;0.209312;
Dynamic;370;370;2;331;0.21353;
Dynamic;370;370;2;341;0.196053;
Dynamic;370;370;2;351;0.206218;
Dynamic;370;370;2;361;0.211517;
Dynamic;370;370;3;1;0.0716465;
Dynamic;370;370;3;11;0.0734281;
Dynamic;370;370;3;21;0.0726338;
Dynamic;370;370;3;31;0.0714564;
Dynamic;370;370;3;41;0.0791717;
Dynamic;370;370;3;51;0.0877939;
Dynamic;370;370;3;61;0.0722856;
Dynamic;370;370;3;71;0.0832789;
Dynamic;370;370;3;81;0.094897;
Dynamic;370;370;3;91;0.105123;
Dynamic;370;370;3;101;0.0966157;
Dynamic;370;370;3;111;0.0854226;
Dynamic;370;370;3;121;0.0768667;
Dynamic;370;370;3;131;0.0792123;
Dynamic;370;370;3;141;0.0816224;
Dynamic;370;370;3;151;0.0900159;
Dynamic;370;370;3;161;0.0960194;
Dynamic;370;370;3;171;0.100384;
Dynamic;370;370;3;181;0.111256;
Dynamic;370;370;3;191;0.11506;
Dynamic;370;370;3;201;0.115491;
Dynamic;370;370;3;211;0.123156;
Dynamic;370;370;3;221;0.129121;
Dynamic;370;370;3;231;0.133329;
Dynamic;370;370;3;241;0.139137;
Dynamic;370;370;3;251;0.147949;
Dynamic;370;370;3;261;0.153249;
Dynamic;370;370;3;271;0.160244;
Dynamic;370;370;3;281;0.165765;
Dynamic;370;370;3;291;0.176932;
Dynamic;370;370;3;301;0.177303;
Dynamic;370;370;3;311;0.179942;
Dynamic;370;370;3;321;0.186483;
Dynamic;370;370;3;331;0.191333;
Dynamic;370;370;3;341;0.196098;
Dynamic;370;370;3;351;0.201611;
Dynamic;370;370;3;361;0.219316;
Dynamic;370;370;4;1;0.053908;
Dynamic;370;370;4;11;0.0570656;
Dynamic;370;370;4;21;0.0609656;
Dynamic;370;370;4;31;0.0552006;
Dynamic;370;370;4;41;0.0713995;
Dynamic;370;370;4;51;0.0605084;
Dynamic;370;370;4;61;0.0748524;
Dynamic;370;370;4;71;0.0830116;
Dynamic;370;370;4;81;0.0738413;
Dynamic;370;370;4;91;0.0560073;
Dynamic;370;370;4;101;0.0634843;
Dynamic;370;370;4;111;0.0715293;
Dynamic;370;370;4;121;0.0720549;
Dynamic;370;370;4;131;0.0827114;
Dynamic;370;370;4;141;0.0912547;
Dynamic;370;370;4;151;0.097837;
Dynamic;370;370;4;161;0.0951125;
Dynamic;370;370;4;171;0.100292;
Dynamic;370;370;4;181;0.112208;
Dynamic;370;370;4;191;0.131768;
Dynamic;370;370;4;201;0.118052;
Dynamic;370;370;4;211;0.123523;
Dynamic;370;370;4;221;0.130708;
Dynamic;370;370;4;231;0.136182;
Dynamic;370;370;4;241;0.138209;
Dynamic;370;370;4;251;0.147241;
Dynamic;370;370;4;261;0.153393;
Dynamic;370;370;4;271;0.160734;
Dynamic;370;370;4;281;0.181257;
Dynamic;370;370;4;291;0.17873;
Dynamic;370;370;4;301;0.188008;
Dynamic;370;370;4;311;0.183152;
Dynamic;370;370;4;321;0.189048;
Dynamic;370;370;4;331;0.193227;
Dynamic;370;370;4;341;0.2005;
Dynamic;370;370;4;351;0.206471;
Dynamic;370;370;4;361;0.212074;
Dynamic;370;370;5;1;0.0441181;
Dynamic;370;370;5;11;0.0445381;
Dynamic;370;370;5;21;0.0495058;
Dynamic;370;370;5;31;0.0539155;
Dynamic;370;370;5;41;0.0484823;
Dynamic;370;370;5;51;0.0595689;
Dynamic;370;370;5;61;0.0702103;
Dynamic;370;370;5;71;0.0525879;
Dynamic;370;370;5;81;0.0477298;
Dynamic;370;370;5;91;0.0535709;
Dynamic;370;370;5;101;0.0610774;
Dynamic;370;370;5;111;0.0710467;
Dynamic;370;370;5;121;0.0712587;
Dynamic;370;370;5;131;0.0783972;
Dynamic;370;370;5;141;0.0934076;
Dynamic;370;370;5;151;0.0901538;
Dynamic;370;370;5;161;0.0953796;
Dynamic;370;370;5;171;0.111052;
Dynamic;370;370;5;181;0.115926;
Dynamic;370;370;5;191;0.114917;
Dynamic;370;370;5;201;0.11597;
Dynamic;370;370;5;211;0.121328;
Dynamic;370;370;5;221;0.130344;
Dynamic;370;370;5;231;0.13265;
Dynamic;370;370;5;241;0.138565;
Dynamic;370;370;5;251;0.14915;
Dynamic;370;370;5;261;0.149715;
Dynamic;370;370;5;271;0.159979;
Dynamic;370;370;5;281;0.166282;
Dynamic;370;370;5;291;0.189643;
Dynamic;370;370;5;301;0.177799;
Dynamic;370;370;5;311;0.181483;
Dynamic;370;370;5;321;0.189272;
Dynamic;370;370;5;331;0.194765;
Dynamic;370;370;5;341;0.213659;
Dynamic;370;370;5;351;0.201499;
Dynamic;370;370;5;361;0.212635;
Dynamic;370;370;6;1;0.0361603;
Dynamic;370;370;6;11;0.0380924;
Dynamic;370;370;6;21;0.037498;
Dynamic;370;370;6;31;0.037266;
Dynamic;370;370;6;41;0.0511427;
Dynamic;370;370;6;51;0.0599596;
Dynamic;370;370;6;61;0.0408142;
Dynamic;370;370;6;71;0.0472644;
Dynamic;370;370;6;81;0.0581488;
Dynamic;370;370;6;91;0.0539721;
Dynamic;370;370;6;101;0.0634535;
Dynamic;370;370;6;111;0.0713811;
Dynamic;370;370;6;121;0.0761359;
Dynamic;370;370;6;131;0.0792277;
Dynamic;370;370;6;141;0.0848899;
Dynamic;370;370;6;151;0.0887579;
Dynamic;370;370;6;161;0.0944177;
Dynamic;370;370;6;171;0.100931;
Dynamic;370;370;6;181;0.106242;
Dynamic;370;370;6;191;0.109765;
Dynamic;370;370;6;201;0.118269;
Dynamic;370;370;6;211;0.121772;
Dynamic;370;370;6;221;0.135691;
Dynamic;370;370;6;231;0.154747;
Dynamic;370;370;6;241;0.159943;
Dynamic;370;370;6;251;0.146304;
Dynamic;370;370;6;261;0.151651;
Dynamic;370;370;6;271;0.157769;
Dynamic;370;370;6;281;0.163881;
Dynamic;370;370;6;291;0.186321;
Dynamic;370;370;6;301;0.175819;
Dynamic;370;370;6;311;0.18268;
Dynamic;370;370;6;321;0.186493;
Dynamic;370;370;6;331;0.19483;
Dynamic;370;370;6;341;0.205464;
Dynamic;370;370;6;351;0.226619;
Dynamic;370;370;6;361;0.212443;
Dynamic;370;370;7;1;0.03118;
Dynamic;370;370;7;11;0.0338639;
Dynamic;370;370;7;21;0.0367638;
Dynamic;370;370;7;31;0.037948;
Dynamic;370;370;7;41;0.0485088;
Dynamic;370;370;7;51;0.0369693;
Dynamic;370;370;7;61;0.0385242;
Dynamic;370;370;7;71;0.0442655;
Dynamic;370;370;7;81;0.0538305;
Dynamic;370;370;7;91;0.0561114;
Dynamic;370;370;7;101;0.0601218;
Dynamic;370;370;7;111;0.0710741;
Dynamic;370;370;7;121;0.0786851;
Dynamic;370;370;7;131;0.0975512;
Dynamic;370;370;7;141;0.085403;
Dynamic;370;370;7;151;0.0917059;
Dynamic;370;370;7;161;0.0998791;
Dynamic;370;370;7;171;0.124337;
Dynamic;370;370;7;181;0.112701;
Dynamic;370;370;7;191;0.112642;
Dynamic;370;370;7;201;0.115411;
Dynamic;370;370;7;211;0.12908;
Dynamic;370;370;7;221;0.130186;
Dynamic;370;370;7;231;0.146802;
Dynamic;370;370;7;241;0.154062;
Dynamic;370;370;7;251;0.1464;
Dynamic;370;370;7;261;0.160514;
Dynamic;370;370;7;271;0.181843;
Dynamic;370;370;7;281;0.163132;
Dynamic;370;370;7;291;0.190284;
Dynamic;370;370;7;301;0.172596;
Dynamic;370;370;7;311;0.178298;
Dynamic;370;370;7;321;0.184248;
Dynamic;370;370;7;331;0.206539;
Dynamic;370;370;7;341;0.215741;
Dynamic;370;370;7;351;0.204499;
Dynamic;370;370;7;361;0.209696;
Dynamic;370;370;8;1;0.0270827;
Dynamic;370;370;8;11;0.0315704;
Dynamic;370;370;8;21;0.0372331;
Dynamic;370;370;8;31;0.0379707;
Dynamic;370;370;8;41;0.0484449;
Dynamic;370;370;8;51;0.035598;
Dynamic;370;370;8;61;0.0413185;
Dynamic;370;370;8;71;0.0412819;
Dynamic;370;370;8;81;0.0534426;
Dynamic;370;370;8;91;0.0534202;
Dynamic;370;370;8;101;0.0638744;
Dynamic;370;370;8;111;0.0711756;
Dynamic;370;370;8;121;0.0819335;
Dynamic;370;370;8;131;0.0914566;
Dynamic;370;370;8;141;0.081368;
Dynamic;370;370;8;151;0.0939541;
Dynamic;370;370;8;161;0.0933275;
Dynamic;370;370;8;171;0.0989097;
Dynamic;370;370;8;181;0.104042;
Dynamic;370;370;8;191;0.11039;
Dynamic;370;370;8;201;0.115433;
Dynamic;370;370;8;211;0.121326;
Dynamic;370;370;8;221;0.126688;
Dynamic;370;370;8;231;0.132696;
Dynamic;370;370;8;241;0.138111;
Dynamic;370;370;8;251;0.143801;
