method;N;M;threads;chunkSize;Executing time;
Static;350;350;8;241;0.129046;
Static;350;350;8;251;0.135105;
Static;350;350;8;261;0.147452;
Static;350;350;8;271;0.141072;
Static;350;350;8;281;0.144922;
Static;350;350;8;291;0.155879;
Static;350;350;8;301;0.162422;
Static;350;350;8;311;0.161525;
Static;350;350;8;321;0.16746;
Static;350;350;8;331;0.171613;
Static;350;350;8;341;0.190292;
Static;360;360;1;1;0.205011;
Static;360;360;1;11;0.201346;
Static;360;360;1;21;0.204745;
Static;360;360;1;31;0.206851;
Static;360;360;1;41;0.207419;
Static;360;360;1;51;0.199561;
Static;360;360;1;61;0.203152;
Static;360;360;1;71;0.200676;
Static;360;360;1;81;0.205374;
Static;360;360;1;91;0.203286;
Static;360;360;1;101;0.201102;
Static;360;360;1;111;0.202971;
Static;360;360;1;121;0.205204;
Static;360;360;1;131;0.201423;
Static;360;360;1;141;0.222591;
Static;360;360;1;151;0.200046;
Static;360;360;1;161;0.20463;
Static;360;360;1;171;0.202923;
Static;360;360;1;181;0.201956;
Static;360;360;1;191;0.214798;
Static;360;360;1;201;0.201451;
Static;360;360;1;211;0.199458;
Static;360;360;1;221;0.201991;
Static;360;360;1;231;0.199059;
Static;360;360;1;241;0.201491;
Static;360;360;1;251;0.200571;
Static;360;360;1;261;0.201367;
Static;360;360;1;271;0.198217;
Static;360;360;1;281;0.20148;
Static;360;360;1;291;0.202183;
Static;360;360;1;301;0.198786;
Static;360;360;1;311;0.203486;
Static;360;360;1;321;0.199384;
Static;360;360;1;331;0.198768;
Static;360;360;1;341;0.201112;
Static;360;360;1;351;0.199239;
Static;360;360;2;1;0.103305;
Static;360;360;2;11;0.103284;
Static;360;360;2;21;0.102931;
Static;360;360;2;31;0.104884;
Static;360;360;2;41;0.107349;
Static;360;360;2;51;0.115705;
Static;360;360;2;61;0.105324;
Static;360;360;2;71;0.118719;
Static;360;360;2;81;0.109414;
Static;360;360;2;91;0.103663;
Static;360;360;2;101;0.112362;
Static;360;360;2;111;0.131277;
Static;360;360;2;121;0.140606;
Static;360;360;2;131;0.133979;
Static;360;360;2;141;0.121927;
Static;360;360;2;151;0.116036;
Static;360;360;2;161;0.110205;
Static;360;360;2;171;0.104268;
Static;360;360;2;181;0.107555;
Static;360;360;2;191;0.111812;
Static;360;360;2;201;0.116187;
Static;360;360;2;211;0.125838;
Static;360;360;2;221;0.126577;
Static;360;360;2;231;0.13166;
Static;360;360;2;241;0.140612;
Static;360;360;2;251;0.145232;
Static;360;360;2;261;0.153092;
Static;360;360;2;271;0.158129;
Static;360;360;2;281;0.155192;
Static;360;360;2;291;0.161233;
Static;360;360;2;301;0.167532;
Static;360;360;2;311;0.172187;
Static;360;360;2;321;0.176675;
Static;360;360;2;331;0.182922;
Static;360;360;2;341;0.189222;
Static;360;360;2;351;0.194833;
Static;360;360;3;1;0.0808503;
Static;360;360;3;11;0.0740733;
Static;360;360;3;21;0.0745088;
Static;360;360;3;31;0.0728403;
Static;360;360;3;41;0.0755455;
Static;360;360;3;51;0.0890494;
Static;360;360;3;61;0.0743478;
Static;360;360;3;71;0.0837446;
Static;360;360;3;81;0.0947465;
Static;360;360;3;91;0.105023;
Static;360;360;3;101;0.0922388;
Static;360;360;3;111;0.0806675;
Static;360;360;3;121;0.0704193;
Static;360;360;3;131;0.078234;
Static;360;360;3;141;0.0820291;
Static;360;360;3;151;0.0873224;
Static;360;360;3;161;0.0953996;
Static;360;360;3;171;0.100919;
Static;360;360;3;181;0.104753;
Static;360;360;3;191;0.107433;
Static;360;360;3;201;0.118928;
Static;360;360;3;211;0.123599;
Static;360;360;3;221;0.126168;
Static;360;360;3;231;0.128351;
Static;360;360;3;241;0.13479;
Static;360;360;3;251;0.144188;
Static;360;360;3;261;0.145182;
Static;360;360;3;271;0.150137;
Static;360;360;3;281;0.156851;
Static;360;360;3;291;0.162226;
Static;360;360;3;301;0.16475;
Static;360;360;3;311;0.171709;
Static;360;360;3;321;0.178067;
Static;360;360;3;331;0.182834;
Static;360;360;3;341;0.189332;
Static;360;360;3;351;0.19523;
Static;360;360;4;1;0.0540075;
Static;360;360;4;11;0.0583154;
Static;360;360;4;21;0.0578763;
Static;360;360;4;31;0.0536158;
Static;360;360;4;41;0.0667577;
Static;360;360;4;51;0.0582439;
Static;360;360;4;61;0.0702931;
Static;360;360;4;71;0.0819992;
Static;360;360;4;81;0.0670766;
Static;360;360;4;91;0.0518442;
Static;360;360;4;101;0.0585453;
Static;360;360;4;111;0.0652594;
Static;360;360;4;121;0.0704242;
Static;360;360;4;131;0.0733102;
Static;360;360;4;141;0.0792415;
Static;360;360;4;151;0.0909191;
Static;360;360;4;161;0.0931992;
Static;360;360;4;171;0.102242;
Static;360;360;4;181;0.104774;
Static;360;360;4;191;0.106851;
Static;360;360;4;201;0.115306;
Static;360;360;4;211;0.122939;
Static;360;360;4;221;0.131282;
Static;360;360;4;231;0.135665;
Static;360;360;4;241;0.139193;
Static;360;360;4;251;0.146193;
Static;360;360;4;261;0.147648;
Static;360;360;4;271;0.151459;
Static;360;360;4;281;0.16331;
Static;360;360;4;291;0.171368;
Static;360;360;4;301;0.178336;
Static;360;360;4;311;0.18289;
Static;360;360;4;321;0.187909;
Static;360;360;4;331;0.19318;
Static;360;360;4;341;0.200019;
Static;360;360;4;351;0.207924;
Static;360;360;5;1;0.0423958;
Static;360;360;5;11;0.0438168;
Static;360;360;5;21;0.0462913;
Static;360;360;5;31;0.0511176;
Static;360;360;5;41;0.0461226;
Static;360;360;5;51;0.0610761;
Static;360;360;5;61;0.0642692;
Static;360;360;5;71;0.0415211;
Static;360;360;5;81;0.047222;
Static;360;360;5;91;0.051685;
Static;360;360;5;101;0.0566678;
Static;360;360;5;111;0.063343;
Static;360;360;5;121;0.0688166;
Static;360;360;5;131;0.0742486;
Static;360;360;5;141;0.0803611;
Static;360;360;5;151;0.085309;
Static;360;360;5;161;0.0968615;
Static;360;360;5;171;0.101354;
Static;360;360;5;181;0.108103;
Static;360;360;5;191;0.106294;
Static;360;360;5;201;0.112794;
Static;360;360;5;211;0.117236;
Static;360;360;5;221;0.12284;
Static;360;360;5;231;0.127432;
Static;360;360;5;241;0.134051;
Static;360;360;5;251;0.142463;
Static;360;360;5;261;0.14707;
Static;360;360;5;271;0.149989;
Static;360;360;5;281;0.156121;
Static;360;360;5;291;0.161187;
Static;360;360;5;301;0.1676;
Static;360;360;5;311;0.17533;
Static;360;360;5;321;0.179267;
Static;360;360;5;331;0.18501;
Static;360;360;5;341;0.191656;
Static;360;360;5;351;0.195101;
Static;360;360;6;1;0.0347815;
Static;360;360;6;11;0.041245;
Static;360;360;6;21;0.0374281;
Static;360;360;6;31;0.0349858;
Static;360;360;6;41;0.0512262;
Static;360;360;6;51;0.056364;
Static;360;360;6;61;0.0354269;
Static;360;360;6;71;0.0403916;
Static;360;360;6;81;0.0470631;
Static;360;360;6;91;0.0521781;
Static;360;360;6;101;0.05792;
Static;360;360;6;111;0.0663604;
Static;360;360;6;121;0.0718012;
Static;360;360;6;131;0.0757278;
Static;360;360;6;141;0.0781617;
Static;360;360;6;151;0.0922837;
Static;360;360;6;161;0.093664;
Static;360;360;6;171;0.102538;
Static;360;360;6;181;0.105533;
Static;360;360;6;191;0.106233;
Static;360;360;6;201;0.110145;
Static;360;360;6;211;0.117404;
Static;360;360;6;221;0.12315;
Static;360;360;6;231;0.128677;
Static;360;360;6;241;0.133451;
Static;360;360;6;251;0.139081;
Static;360;360;6;261;0.144958;
Static;360;360;6;271;0.151445;
Static;360;360;6;281;0.156205;
Static;360;360;6;291;0.162295;
Static;360;360;6;301;0.167862;
Static;360;360;6;311;0.172706;
Static;360;360;6;321;0.178201;
Static;360;360;6;331;0.185552;
Static;360;360;6;341;0.191273;
Static;360;360;6;351;0.195399;
Static;360;360;7;1;0.0303074;
Static;360;360;7;11;0.0362011;
Static;360;360;7;21;0.0362591;
Static;360;360;7;31;0.040033;
Static;360;360;7;41;0.0461701;
Static;360;360;7;51;0.029574;
Static;360;360;7;61;0.0352779;
Static;360;360;7;71;0.0407463;
Static;360;360;7;81;0.0466605;
Static;360;360;7;91;0.0534378;
Static;360;360;7;101;0.0591222;
Static;360;360;7;111;0.06366;
Static;360;360;7;121;0.0719131;
Static;360;360;7;131;0.0753252;
Static;360;360;7;141;0.0817017;
Static;360;360;7;151;0.0892951;
Static;360;360;7;161;0.0946561;
Static;360;360;7;171;0.0998505;
Static;360;360;7;181;0.108355;
Static;360;360;7;191;0.105832;
Static;360;360;7;201;0.111617;
Static;360;360;7;211;0.117114;
Static;360;360;7;221;0.123046;
Static;360;360;7;231;0.128248;
Static;360;360;7;241;0.134416;
Static;360;360;7;251;0.138977;
Static;360;360;7;261;0.145549;
Static;360;360;7;271;0.151749;
Static;360;360;7;281;0.156392;
Static;360;360;7;291;0.161083;
Static;360;360;7;301;0.168864;
Static;360;360;7;311;0.174285;
Static;360;360;7;321;0.179108;
Static;360;360;7;331;0.186858;
Static;360;360;7;341;0.190774;
Static;360;360;7;351;0.196168;
Static;360;360;8;1;0.0390853;
Static;360;360;8;11;0.0295109;
Static;360;360;8;21;0.0424852;
Static;360;360;8;31;0.0367446;
Static;360;360;8;41;0.040105;
Static;360;360;8;51;0.0467148;
Static;360;360;8;61;0.0351792;
Static;360;360;8;71;0.0410979;
Static;360;360;8;81;0.0469444;
Static;360;360;8;91;0.0532018;
Static;360;360;8;101;0.0594809;
Static;360;360;8;111;0.063938;
Static;360;360;8;121;0.0693613;
Static;360;360;8;131;0.0764494;
Static;360;360;8;141;0.084403;
Static;360;360;8;151;0.0979606;
Static;360;360;8;161;0.0946746;
Static;360;360;8;171;0.101894;
Static;360;360;8;181;0.108754;
Static;360;360;8;191;0.111866;
Static;360;360;8;201;0.114605;
Static;360;360;8;211;0.1192;
Static;360;360;8;221;0.131523;
Static;360;360;8;231;0.135879;
Static;360;360;8;241;0.142858;
Static;360;360;8;251;0.148587;
Static;360;360;8;261;0.153628;
Static;360;360;8;271;0.16143;
Static;360;360;8;281;0.157829;
Static;360;360;8;291;0.175426;
Static;360;360;8;301;0.178541;
Static;360;360;8;311;0.185136;
Static;360;360;8;321;0.187103;
Static;360;360;8;331;0.187651;
Static;360;360;8;341;0.189472;
Static;360;360;8;351;0.199294;
Static;370;370;1;1;0.22038;
Static;370;370;1;11;0.21605;
Static;370;370;1;21;0.215772;
Static;370;370;1;31;0.217344;
Static;370;370;1;41;0.216748;
Static;370;370;1;51;0.215731;
Static;370;370;1;61;0.216209;
Static;370;370;1;71;0.213097;
Static;370;370;1;81;0.216296;
Static;370;370;1;91;0.217661;
Static;370;370;1;101;0.217367;
Static;370;370;1;111;0.216217;
Static;370;370;1;121;0.216636;
Static;370;370;1;131;0.216102;
Static;370;370;1;141;0.216272;
Static;370;370;1;151;0.216675;
Static;370;370;1;161;0.213713;
Static;370;370;1;171;0.216171;
Static;370;370;1;181;0.21331;
Static;370;370;1;191;0.216319;
Static;370;370;1;201;0.215011;
Static;370;370;1;211;0.216413;
Static;370;370;1;221;0.216935;
Static;370;370;1;231;0.213291;
Static;370;370;1;241;0.217105;
Static;370;370;1;251;0.216616;
Static;370;370;1;261;0.216011;
Static;370;370;1;271;0.216576;
Static;370;370;1;281;0.216821;
Static;370;370;1;291;0.216602;
Static;370;370;1;301;0.21675;
Static;370;370;1;311;0.215115;
Static;370;370;1;321;0.21402;
Static;370;370;1;331;0.217406;
Static;370;370;1;341;0.21708;
Static;370;370;1;351;0.217335;
Static;370;370;1;361;0.21565;
Static;370;370;2;1;0.108219;
Static;370;370;2;11;0.108226;
Static;370;370;2;21;0.109028;
Static;370;370;2;31;0.108343;
Static;370;370;2;41;0.11828;
Static;370;370;2;51;0.118751;
Static;370;370;2;61;0.107637;
Static;370;370;2;71;0.122766;
Static;370;370;2;81;0.122629;
Static;370;370;2;91;0.109678;
Static;370;370;2;101;0.117954;
Static;370;370;2;111;0.130582;
Static;370;370;2;121;0.147349;
Static;370;370;2;131;0.138677;
Static;370;370;2;141;0.134245;
Static;370;370;2;151;0.129959;
Static;370;370;2;161;0.121794;
Static;370;370;2;171;0.119347;
Static;370;370;2;181;0.110578;
Static;370;370;2;191;0.112036;
Static;370;370;2;201;0.117989;
Static;370;370;2;211;0.124174;
Static;370;370;2;221;0.129563;
Static;370;370;2;231;0.134116;
Static;370;370;2;241;0.139676;
Static;370;370;2;251;0.146737;
Static;370;370;2;261;0.152694;
Static;370;370;2;271;0.158843;
Static;370;370;2;281;0.165198;
Static;370;370;2;291;0.171587;
Static;370;370;2;301;0.175029;
Static;370;370;2;311;0.183925;
Static;370;370;2;321;0.188725;
Static;370;370;2;331;0.203348;
Static;370;370;2;341;0.201249;
Static;370;370;2;351;0.206109;
Static;370;370;2;361;0.214371;
Static;370;370;3;1;0.0745862;
Static;370;370;3;11;0.0757796;
Static;370;370;3;21;0.0738451;
Static;370;370;3;31;0.0726099;
Static;370;370;3;41;0.0731088;
Static;370;370;3;51;0.0978971;
Static;370;370;3;61;0.0737011;
Static;370;370;3;71;0.0836168;
Static;370;370;3;81;0.0994699;
Static;370;370;3;91;0.112654;
Static;370;370;3;101;0.10749;
Static;370;370;3;111;0.087629;
Static;370;370;3;121;0.0788401;
Static;370;370;3;131;0.0782365;
Static;370;370;3;141;0.0844119;
Static;370;370;3;151;0.090136;
Static;370;370;3;161;0.102063;
Static;370;370;3;171;0.103914;
Static;370;370;3;181;0.12058;
Static;370;370;3;191;0.115745;
Static;370;370;3;201;0.117486;
Static;370;370;3;211;0.125121;
Static;370;370;3;221;0.131204;
Static;370;370;3;231;0.140847;
Static;370;370;3;241;0.154047;
Static;370;370;3;251;0.149901;
Static;370;370;3;261;0.153382;
Static;370;370;3;271;0.160738;
Static;370;370;3;281;0.167256;
Static;370;370;3;291;0.174628;
Static;370;370;3;301;0.174727;
Static;370;370;3;311;0.186738;
Static;370;370;3;321;0.201932;
Static;370;370;3;331;0.194737;
Static;370;370;3;341;0.20097;
Static;370;370;3;351;0.204148;
Static;370;370;3;361;0.209203;
Static;370;370;4;1;0.055989;
Static;370;370;4;11;0.0568646;
Static;370;370;4;21;0.0603142;
Static;370;370;4;31;0.0556771;
Static;370;370;4;41;0.0743932;
Static;370;370;4;51;0.062863;
Static;370;370;4;61;0.0748153;
Static;370;370;4;71;0.0821949;
Static;370;370;4;81;0.0758387;
Static;370;370;4;91;0.05733;
Static;370;370;4;101;0.060728;
Static;370;370;4;111;0.0658433;
Static;370;370;4;121;0.0752926;
Static;370;370;4;131;0.077458;
Static;370;370;4;141;0.0838456;
Static;370;370;4;151;0.0869119;
Static;370;370;4;161;0.0935885;
Static;370;370;4;171;0.100962;
Static;370;370;4;181;0.106037;
Static;370;370;4;191;0.110427;
Static;370;370;4;201;0.120321;
Static;370;370;4;211;0.127646;
Static;370;370;4;221;0.129423;
Static;370;370;4;231;0.136826;
Static;370;370;4;241;0.14263;
Static;370;370;4;251;0.148006;
Static;370;370;4;261;0.1546;
Static;370;370;4;271;0.156602;
Static;370;370;4;281;0.164471;
Static;370;370;4;291;0.168016;
Static;370;370;4;301;0.180458;
Static;370;370;4;311;0.190152;
Static;370;370;4;321;0.193566;
Static;370;370;4;331;0.201797;
Static;370;370;4;341;0.202811;
Static;370;370;4;351;0.206569;
Static;370;370;4;361;0.21132;
Static;370;370;5;1;0.0464911;
Static;370;370;5;11;0.0532922;
Static;370;370;5;21;0.0532189;
Static;370;370;5;31;0.053359;
Static;370;370;5;41;0.0493142;
Static;370;370;5;51;0.061335;
Static;370;370;5;61;0.0783642;
Static;370;370;5;71;0.0496351;
Static;370;370;5;81;0.0478161;
Static;370;370;5;91;0.0534491;
Static;370;370;5;101;0.0603171;
Static;370;370;5;111;0.0703093;
Static;370;370;5;121;0.0712481;
Static;370;370;5;131;0.0755974;
Static;370;370;5;141;0.0847387;
Static;370;370;5;151;0.0885053;
Static;370;370;5;161;0.0983139;
Static;370;370;5;171;0.103834;
Static;370;370;5;181;0.125682;
Static;370;370;5;191;0.115671;
Static;370;370;5;201;0.119427;
Static;370;370;5;211;0.123372;
Static;370;370;5;221;0.131706;
Static;370;370;5;231;0.135631;
Static;370;370;5;241;0.142478;
Static;370;370;5;251;0.147009;
Static;370;370;5;261;0.15477;
Static;370;370;5;271;0.160535;
Static;370;370;5;281;0.166935;
Static;370;370;5;291;0.168658;
Static;370;370;5;301;0.177462;
Static;370;370;5;311;0.182245;
Static;370;370;5;321;0.189312;
Static;370;370;5;331;0.191124;
Static;370;370;5;341;0.200886;
Static;370;370;5;351;0.205259;
Static;370;370;5;361;0.211626;
Static;370;370;6;1;0.0379481;
Static;370;370;6;11;0.0411282;
Static;370;370;6;21;0.0601266;
Static;370;370;6;31;0.0410375;
Static;370;370;6;41;0.0490237;
Static;370;370;6;51;0.0660514;
Static;370;370;6;61;0.0373865;
Static;370;370;6;71;0.0453172;
Static;370;370;6;81;0.0485272;
Static;370;370;6;91;0.0547314;
Static;370;370;6;101;0.0596726;
Static;370;370;6;111;0.0655168;
Static;370;370;6;121;0.0731877;
Static;370;370;6;131;0.0772778;
Static;370;370;6;141;0.0858557;
Static;370;370;6;151;0.0880675;
Static;370;370;6;161;0.0948576;
Static;370;370;6;171;0.100557;
Static;370;370;6;181;0.105841;
Static;370;370;6;191;0.111549;
Static;370;370;6;201;0.119266;
Static;370;370;6;211;0.122048;
Static;370;370;6;221;0.127691;
Static;370;370;6;231;0.133943;
Static;370;370;6;241;0.139648;
Static;370;370;6;251;0.148722;
Static;370;370;6;261;0.15081;
Static;370;370;6;271;0.156547;
Static;370;370;6;281;0.164331;
Static;370;370;6;291;0.171138;
Static;370;370;6;301;0.177165;
Static;370;370;6;311;0.181963;
Static;370;370;6;321;0.188759;
Static;370;370;6;331;0.190956;
Static;370;370;6;341;0.197023;
Static;370;370;6;351;0.203869;
Static;370;370;6;361;0.210976;
Static;370;370;7;1;0.0319255;
Static;370;370;7;11;0.0326527;
Static;370;370;7;21;0.0418876;
Static;370;370;7;31;0.0475861;
Static;370;370;7;41;0.049508;
Static;370;370;7;51;0.0372015;
Static;370;370;7;61;0.0379306;
Static;370;370;7;71;0.045711;
Static;370;370;7;81;0.0492163;
Static;370;370;7;91;0.0547717;
Static;370;370;7;101;0.0615647;
Static;370;370;7;111;0.0683099;
Static;370;370;7;121;0.0709826;
Static;370;370;7;131;0.0779668;
Static;370;370;7;141;0.0826029;
Static;370;370;7;151;0.088048;
Static;370;370;7;161;0.0955267;
Static;370;370;7;171;0.0991873;
Static;370;370;7;181;0.105806;
Static;370;370;7;191;0.110816;
Static;370;370;7;201;0.118442;
Static;370;370;7;211;0.125267;
Static;370;370;7;221;0.132975;
Static;370;370;7;231;0.137219;
Static;370;370;7;241;0.144091;
Static;370;370;7;251;0.1484;
Static;370;370;7;261;0.151829;
Static;370;370;7;271;0.159072;
Static;370;370;7;281;0.163416;
Static;370;370;7;291;0.171827;
Static;370;370;7;301;0.175548;
Static;370;370;7;311;0.181646;
Static;370;370;7;321;0.188684;
Static;370;370;7;331;0.195232;
Static;370;370;7;341;0.19741;
Static;370;370;7;351;0.206191;
Static;370;370;7;361;0.208984;
Static;370;370;8;1;0.041813;
Static;370;370;8;11;0.0324683;
Static;370;370;8;21;0.0377135;
Static;370;370;8;31;0.0428026;
Static;370;370;8;41;0.0494444;
Static;370;370;8;51;0.0412854;
Static;370;370;8;61;0.0370558;
Static;370;370;8;71;0.0564555;
Static;370;370;8;81;0.0534005;
Static;370;370;8;91;0.0547792;
Static;370;370;8;101;0.0652633;
Static;370;370;8;111;0.0692605;
Static;370;370;8;121;0.0742879;
Static;370;370;8;131;0.0801789;
Static;370;370;8;141;0.0837471;
Static;370;370;8;151;0.0898328;
Static;370;370;8;161;0.0946699;
Static;370;370;8;171;0.0994797;
Static;370;370;8;181;0.106072;
Static;370;370;8;191;0.113944;
Static;370;370;8;201;0.119771;
Static;370;370;8;211;0.126307;
Static;370;370;8;221;0.131225;
Static;370;370;8;231;0.135815;
Static;370;370;8;241;0.148258;
Static;370;370;8;251;0.147901;
Static;370;370;8;261;0.153044;
Static;370;370;8;271;0.157399;
Static;370;370;8;281;0.16726;
Static;370;370;8;291;0.172363;
Static;370;370;8;301;0.176552;
Static;370;370;8;311;0.183212;
Static;370;370;8;321;0.189762;
Static;370;370;8;331;0.195053;
Static;370;370;8;341;0.198159;
Static;370;370;8;351;0.20918;
Static;370;370;8;361;0.212823;
Static;380;380;1;1;0.247893;
Static;380;380;1;11;0.232957;
Static;380;380;1;21;0.233677;
Static;380;380;1;31;0.249444;
Static;380;380;1;41;0.242391;
Static;380;380;1;51;0.251021;
Static;380;380;1;61;0.244437;
Static;380;380;1;71;0.247307;
Static;380;380;1;81;0.241584;
Static;380;380;1;91;0.2327;
Static;380;380;1;101;0.244257;
Static;380;380;1;111;0.235053;
Static;380;380;1;121;0.235579;
Static;380;380;1;131;0.241877;
Static;380;380;1;141;0.233334;
Static;380;380;1;151;0.233791;
Static;380;380;1;161;0.233442;
Static;380;380;1;171;0.232583;
Static;380;380;1;181;0.234448;
Static;380;380;1;191;0.258004;
Static;380;380;1;201;0.235999;
Static;380;380;1;211;0.242922;
Static;380;380;1;221;0.233009;
Static;380;380;1;231;0.233964;
Static;380;380;1;241;0.230293;
Static;380;380;1;251;0.234621;
Static;380;380;1;261;0.231398;
Static;380;380;1;271;0.2341;
Static;380;380;1;281;0.236625;
Static;380;380;1;291;0.234838;
Static;380;380;1;301;0.236152;
Static;380;380;1;311;0.251225;
Static;380;380;1;321;0.244118;
Static;380;380;1;331;0.232776;
Static;380;380;1;341;0.26701;
Static;380;380;1;351;0.241944;
Static;380;380;1;361;0.234812;
Static;380;380;1;371;0.234339;
Static;380;380;2;1;0.120312;
Static;380;380;2;11;0.118456;
Static;380;380;2;21;0.117746;
Static;380;380;2;31;0.118379;
Static;380;380;2;41;0.127844;
Static;380;380;2;51;0.134946;
Static;380;380;2;61;0.118904;
Static;380;380;2;71;0.128701;
Static;380;380;2;81;0.131703;
Static;380;380;2;91;0.119552;
Static;380;380;2;101;0.121964;
Static;380;380;2;111;0.134253;
Static;380;380;2;121;0.152458;
Static;380;380;2;131;0.158867;
Static;380;380;2;141;0.155785;
Static;380;380;2;151;0.144432;
Static;380;380;2;161;0.139605;
Static;380;380;2;171;0.134008;
Static;380;380;2;181;0.126826;
Static;380;380;2;191;0.122606;
Static;380;380;2;201;0.126721;
Static;380;380;2;211;0.133429;
Static;380;380;2;221;0.134343;
Static;380;380;2;231;0.14919;
Static;380;380;2;241;0.152428;
Static;380;380;2;251;0.164828;
Static;380;380;2;261;0.162829;
Static;380;380;2;271;0.175496;
Static;380;380;2;281;0.174777;
Static;380;380;2;291;0.181784;
Static;380;380;2;301;0.189093;
Static;380;380;2;311;0.201252;
Static;380;380;2;321;0.20512;
Static;380;380;2;331;0.212199;
Static;380;380;2;341;0.223422;
Static;380;380;2;351;0.231965;
Static;380;380;2;361;0.223373;
Static;380;380;2;371;0.231044;
Static;380;380;3;1;0.0781264;
Static;380;380;3;11;0.0814789;
Static;380;380;3;21;0.0790315;
Static;380;380;3;31;0.0849991;
Static;380;380;3;41;0.0809164;
Static;380;380;3;51;0.0925401;
Static;380;380;3;61;0.0822911;
Static;380;380;3;71;0.0895405;
Static;380;380;3;81;0.0978856;
Static;380;380;3;91;0.109797;
Static;380;380;3;101;0.107421;
Static;380;380;3;111;0.0999023;
Static;380;380;3;121;0.0891236;
Static;380;380;3;131;0.0831848;
Static;380;380;3;141;0.09015;
Static;380;380;3;151;0.0981952;
Static;380;380;3;161;0.104313;
Static;380;380;3;171;0.108662;
Static;380;380;3;181;0.116089;
Static;380;380;3;191;0.124174;
Static;380;380;3;201;0.129106;
Static;380;380;3;211;0.138832;
Static;380;380;3;221;0.148095;
Static;380;380;3;231;0.149755;
Static;380;380;3;241;0.167529;
Static;380;380;3;251;0.167336;
Static;380;380;3;261;0.169048;
Static;380;380;3;271;0.173128;
Static;380;380;3;281;0.178841;
Static;380;380;3;291;0.190311;
Static;380;380;3;301;0.197787;
Static;380;380;3;311;0.191963;
Static;380;380;3;321;0.199422;
Static;380;380;3;331;0.229329;
Static;380;380;3;341;0.21857;
Static;380;380;3;351;0.214398;
Static;380;380;3;361;0.221076;
Static;380;380;3;371;0.226274;
Static;380;380;4;1;0.0601214;
Static;380;380;4;11;0.0630161;
Static;380;380;4;21;0.0723687;
Static;380;380;4;31;0.0641867;
Static;380;380;4;41;0.0783284;
Static;380;380;4;51;0.0651171;
Static;380;380;4;61;0.0769027;
Static;380;380;4;71;0.0905837;
Static;380;380;4;81;0.0865817;
Static;380;380;4;91;0.0679287;
Static;380;380;4;101;0.0640255;
Static;380;380;4;111;0.0703066;
Static;380;380;4;121;0.0769471;
Static;380;380;4;131;0.0842709;
Static;380;380;4;141;0.0877024;
Static;380;380;4;151;0.0977036;
Static;380;380;4;161;0.101777;
Static;380;380;4;171;0.111057;
Static;380;380;4;181;0.118408;
Static;380;380;4;191;0.124699;
Static;380;380;4;201;0.128824;
Static;380;380;4;211;0.134863;
Static;380;380;4;221;0.151236;
Static;380;380;4;231;0.15199;
Static;380;380;4;241;0.156613;
Static;380;380;4;251;0.159033;
Static;380;380;4;261;0.176495;
Static;380;380;4;271;0.173013;
Static;380;380;4;281;0.181478;
Static;380;380;4;291;0.179443;
Static;380;380;4;301;0.187753;
Static;380;380;4;311;0.194802;
Static;380;380;4;321;0.204503;
Static;380;380;4;331;0.21553;
Static;380;380;4;341;0.221517;
Static;380;380;4;351;0.217057;
Static;380;380;4;361;0.226355;
Static;380;380;4;371;0.230885;
Static;380;380;5;1;0.0471354;
Static;380;380;5;11;0.0538335;
Static;380;380;5;21;0.0570716;
Static;380;380;5;31;0.0569628;
Static;380;380;5;41;0.0530016;
Static;380;380;5;51;0.0634092;
Static;380;380;5;61;0.077717;
Static;380;380;5;71;0.0596474;
Static;380;380;5;81;0.0499583;
Static;380;380;5;91;0.0580934;
Static;380;380;5;101;0.0626128;
Static;380;380;5;111;0.0708331;
Static;380;380;5;121;0.0795152;
Static;380;380;5;131;0.0825968;
Static;380;380;5;141;0.090296;
Static;380;380;5;151;0.0960651;
Static;380;380;5;161;0.100917;
Static;380;380;5;171;0.105739;
Static;380;380;5;181;0.12261;
Static;380;380;5;191;0.12045;
Static;380;380;5;201;0.124463;
Static;380;380;5;211;0.12989;
Static;380;380;5;221;0.145688;
Static;380;380;5;231;0.151119;
Static;380;380;5;241;0.153223;
Static;380;380;5;251;0.157702;
Static;380;380;5;261;0.166942;
Static;380;380;5;271;0.169884;
Static;380;380;5;281;0.198311;
Static;380;380;5;291;0.191279;
Static;380;380;5;301;0.202808;
Static;380;380;5;311;0.196278;
Static;380;380;5;321;0.209937;
Static;380;380;5;331;0.215312;
Static;380;380;5;341;0.219461;
Static;380;380;5;351;0.225377;
Static;380;380;5;361;0.232011;
Static;380;380;5;371;0.239755;
Static;380;380;6;1;0.0413149;
Static;380;380;6;11;0.042399;
Static;380;380;6;21;0.0443679;
Static;380;380;6;31;0.0445154;
Static;380;380;6;41;0.0530966;
Static;380;380;6;51;0.0627536;
Static;380;380;6;61;0.0457065;
Static;380;380;6;71;0.0464063;
Static;380;380;6;81;0.053645;
Static;380;380;6;91;0.0586951;
Static;380;380;6;101;0.0653839;
Static;380;380;6;111;0.0732117;
Static;380;380;6;121;0.0810583;
Static;380;380;6;131;0.0818731;
Static;380;380;6;141;0.0894793;
Static;380;380;6;151;0.0956261;
Static;380;380;6;161;0.101591;
Static;380;380;6;171;0.11063;
Static;380;380;6;181;0.117792;
Static;380;380;6;191;0.130091;
Static;380;380;6;201;0.125688;
Static;380;380;6;211;0.137383;
Static;380;380;6;221;0.143606;
