method;N;M;threads;chunkSize;ExecutingTime;
Guided;350;350;1;321;0.181004;
Static;350;350;1;331;0.183441;
Dynamic;350;350;1;331;0.180767;
Guided;350;350;1;331;0.180803;
Static;350;350;1;341;0.18364;
Dynamic;350;350;1;341;0.180851;
Guided;350;350;1;341;0.18068;
Runtime;350;350;1;not defined;0.180683;
Static;350;350;2;1;0.113431;
Dynamic;350;350;2;1;0.0905408;
Guided;350;350;2;1;0.0926445;
Static;350;350;2;11;0.101073;
Dynamic;350;350;2;11;0.090782;
Guided;350;350;2;11;0.094932;
Static;350;350;2;21;0.0953967;
Dynamic;350;350;2;21;0.0938568;
Guided;350;350;2;21;0.0925188;
Static;350;350;2;31;0.0964405;
Dynamic;350;350;2;31;0.0960372;
Guided;350;350;2;31;0.092429;
Static;350;350;2;41;0.0974475;
Dynamic;350;350;2;41;0.0956631;
Guided;350;350;2;41;0.0937076;
Static;350;350;2;51;0.103439;
Dynamic;350;350;2;51;0.101678;
Guided;350;350;2;51;0.090408;
Static;350;350;2;61;0.0959949;
Dynamic;350;350;2;61;0.0945401;
Guided;350;350;2;61;0.094242;
Static;350;350;2;71;0.108981;
Dynamic;350;350;2;71;0.107542;
Guided;350;350;2;71;0.0903707;
Static;350;350;2;81;0.0984779;
Dynamic;350;350;2;81;0.0968115;
Guided;350;350;2;81;0.090594;
Static;350;350;2;91;0.0953817;
Dynamic;350;350;2;91;0.0939837;
Guided;350;350;2;91;0.0904003;
Static;350;350;2;101;0.105376;
Dynamic;350;350;2;101;0.104174;
Guided;350;350;2;101;0.0902893;
Static;350;350;2;111;0.116153;
Dynamic;350;350;2;111;0.114365;
Guided;350;350;2;111;0.0903669;
Static;350;350;2;121;0.119941;
Dynamic;350;350;2;121;0.118187;
Guided;350;350;2;121;0.0906829;
Static;350;350;2;131;0.114148;
Dynamic;350;350;2;131;0.113109;
Guided;350;350;2;131;0.0941799;
Static;350;350;2;141;0.109532;
Dynamic;350;350;2;141;0.108174;
Guided;350;350;2;141;0.0907097;
Static;350;350;2;151;0.104511;
Dynamic;350;350;2;151;0.10274;
Guided;350;350;2;151;0.0903453;
Static;350;350;2;161;0.0988669;
Dynamic;350;350;2;161;0.0977108;
Guided;350;350;2;161;0.0942143;
Static;350;350;2;171;0.0938594;
Dynamic;350;350;2;171;0.0928482;
Guided;350;350;2;171;0.0920152;
Static;350;350;2;181;0.094784;
Dynamic;350;350;2;181;0.0935909;
Guided;350;350;2;181;0.0936447;
Static;350;350;2;191;0.0999442;
Dynamic;350;350;2;191;0.0988513;
Guided;350;350;2;191;0.100498;
Static;350;350;2;201;0.10731;
Dynamic;350;350;2;201;0.105638;
Guided;350;350;2;201;0.105332;
Static;350;350;2;211;0.112083;
Dynamic;350;350;2;211;0.109566;
Guided;350;350;2;211;0.109058;
Static;350;350;2;221;0.116118;
Dynamic;350;350;2;221;0.114224;
Guided;350;350;2;221;0.114163;
Static;350;350;2;231;0.121605;
Dynamic;350;350;2;231;0.121076;
Guided;350;350;2;231;0.119794;
Static;350;350;2;241;0.126683;
Dynamic;350;350;2;241;0.125422;
Guided;350;350;2;241;0.124689;
Static;350;350;2;251;0.131773;
Dynamic;350;350;2;251;0.135898;
Guided;350;350;2;251;0.137208;
Static;350;350;2;261;0.136735;
Dynamic;350;350;2;261;0.138705;
Guided;350;350;2;261;0.139028;
Static;350;350;2;271;0.142414;
Dynamic;350;350;2;271;0.142112;
Guided;350;350;2;271;0.147023;
Static;350;350;2;281;0.14759;
Dynamic;350;350;2;281;0.145617;
Guided;350;350;2;281;0.145241;
Static;350;350;2;291;0.152697;
Dynamic;350;350;2;291;0.15047;
Guided;350;350;2;291;0.150211;
Static;350;350;2;301;0.158033;
Dynamic;350;350;2;301;0.155849;
Guided;350;350;2;301;0.156077;
Static;350;350;2;311;0.164267;
Dynamic;350;350;2;311;0.161544;
Guided;350;350;2;311;0.161062;
Static;350;350;2;321;0.169295;
Dynamic;350;350;2;321;0.178522;
Guided;350;350;2;321;0.171336;
Static;350;350;2;331;0.173672;
Dynamic;350;350;2;331;0.177068;
Guided;350;350;2;331;0.17555;
Static;350;350;2;341;0.179616;
Dynamic;350;350;2;341;0.176224;
Guided;350;350;2;341;0.176513;
Runtime;350;350;2;not defined;0.0904794;
Static;350;350;3;1;0.0628749;
Dynamic;350;350;3;1;0.0603059;
Guided;350;350;3;1;0.0642329;
Static;350;350;3;11;0.0721441;
Dynamic;350;350;3;11;0.0625472;
Guided;350;350;3;11;0.0627556;
Static;350;350;3;21;0.065921;
Dynamic;350;350;3;21;0.0653944;
Guided;350;350;3;21;0.0645531;
Static;350;350;3;31;0.0659015;
Dynamic;350;350;3;31;0.064101;
Guided;350;350;3;31;0.0610429;
Static;350;350;3;41;0.0638227;
Dynamic;350;350;3;41;0.0654839;
Guided;350;350;3;41;0.0631866;
Static;350;350;3;51;0.0754409;
Dynamic;350;350;3;51;0.0753644;
Guided;350;350;3;51;0.0662807;
Static;350;350;3;61;0.0786571;
Dynamic;350;350;3;61;0.062879;
Guided;350;350;3;61;0.0628795;
Static;350;350;3;71;0.0896843;
Dynamic;350;350;3;71;0.0730845;
Guided;350;350;3;71;0.0763297;
Static;350;350;3;81;0.0842376;
Dynamic;350;350;3;81;0.0833502;
Guided;350;350;3;81;0.0783542;
Static;350;350;3;91;0.0878389;
Dynamic;350;350;3;91;0.0882355;
Guided;350;350;3;91;0.0746895;
Static;350;350;3;101;0.0768394;
Dynamic;350;350;3;101;0.0762719;
Guided;350;350;3;101;0.0712924;
Static;350;350;3;111;0.0661455;
Dynamic;350;350;3;111;0.0658765;
Guided;350;350;3;111;0.0626873;
Static;350;350;3;121;0.063437;
Dynamic;350;350;3;121;0.0625505;
Guided;350;350;3;121;0.0651216;
Static;350;350;3;131;0.0688823;
Dynamic;350;350;3;131;0.0676938;
Guided;350;350;3;131;0.067734;
Static;350;350;3;141;0.0738857;
Dynamic;350;350;3;141;0.0748095;
Guided;350;350;3;141;0.0760129;
Static;350;350;3;151;0.0790487;
Dynamic;350;350;3;151;0.0781214;
Guided;350;350;3;151;0.0779869;
Static;350;350;3;161;0.0843445;
Dynamic;350;350;3;161;0.087166;
Guided;350;350;3;161;0.0865705;
Static;350;350;3;171;0.089712;
Dynamic;350;350;3;171;0.0884646;
Guided;350;350;3;171;0.0883521;
Static;350;350;3;181;0.0944781;
Dynamic;350;350;3;181;0.0937347;
Guided;350;350;3;181;0.0965169;
Static;350;350;3;191;0.0985972;
Dynamic;350;350;3;191;0.0983373;
Guided;350;350;3;191;0.0998259;
Static;350;350;3;201;0.107164;
Dynamic;350;350;3;201;0.107716;
Guided;350;350;3;201;0.103563;
Static;350;350;3;211;0.114189;
Dynamic;350;350;3;211;0.111815;
Guided;350;350;3;211;0.115954;
Static;350;350;3;221;0.114693;
Dynamic;350;350;3;221;0.114153;
Guided;350;350;3;221;0.114165;
Static;350;350;3;231;0.119185;
Dynamic;350;350;3;231;0.119078;
Guided;350;350;3;231;0.119374;
Static;350;350;3;241;0.124602;
Dynamic;350;350;3;241;0.124229;
Guided;350;350;3;241;0.1247;
Static;350;350;3;251;0.130001;
Dynamic;350;350;3;251;0.129402;
Guided;350;350;3;251;0.129705;
Static;350;350;3;261;0.134816;
Dynamic;350;350;3;261;0.134471;
Guided;350;350;3;261;0.134783;
Static;350;350;3;271;0.140512;
Dynamic;350;350;3;271;0.13997;
Guided;350;350;3;271;0.139834;
Static;350;350;3;281;0.145146;
Dynamic;350;350;3;281;0.145;
Guided;350;350;3;281;0.145025;
Static;350;350;3;291;0.150377;
Dynamic;350;350;3;291;0.15024;
Guided;350;350;3;291;0.150036;
Static;350;350;3;301;0.155322;
Dynamic;350;350;3;301;0.155313;
Guided;350;350;3;301;0.155309;
Static;350;350;3;311;0.160659;
Dynamic;350;350;3;311;0.160884;
Guided;350;350;3;311;0.160612;
Static;350;350;3;321;0.165749;
Dynamic;350;350;3;321;0.165602;
Guided;350;350;3;321;0.165821;
Static;350;350;3;331;0.170739;
Dynamic;350;350;3;331;0.170233;
Guided;350;350;3;331;0.171151;
Static;350;350;3;341;0.176312;
Dynamic;350;350;3;341;0.175875;
Guided;350;350;3;341;0.176426;
Runtime;350;350;3;not defined;0.0619823;
Static;350;350;4;1;0.0562893;
Dynamic;350;350;4;1;0.0458355;
Guided;350;350;4;1;0.045934;
Static;350;350;4;11;0.052101;
Dynamic;350;350;4;11;0.045898;
Guided;350;350;4;11;0.048096;
Static;350;350;4;21;0.0515432;
Dynamic;350;350;4;21;0.0506;
Guided;350;350;4;21;0.0476885;
Static;350;350;4;31;0.0501725;
Dynamic;350;350;4;31;0.0487167;
Guided;350;350;4;31;0.0520278;
Static;350;350;4;41;0.0546938;
Dynamic;350;350;4;41;0.0540057;
Guided;350;350;4;41;0.0472633;
Static;350;350;4;51;0.0616667;
Dynamic;350;350;4;51;0.0534613;
Guided;350;350;4;51;0.0526837;
Static;350;350;4;61;0.0652358;
Dynamic;350;350;4;61;0.0644196;
Guided;350;350;4;61;0.0644209;
Static;350;350;4;71;0.0731742;
Dynamic;350;350;4;71;0.0724009;
Guided;350;350;4;71;0.0628931;
Static;350;350;4;81;0.0566838;
Dynamic;350;350;4;81;0.055334;
Guided;350;350;4;81;0.0516292;
Static;350;350;4;91;0.0490394;
Dynamic;350;350;4;91;0.0490078;
Guided;350;350;4;91;0.0484666;
Static;350;350;4;101;0.0545011;
Dynamic;350;350;4;101;0.0530534;
Guided;350;350;4;101;0.0543074;
Static;350;350;4;111;0.0597811;
Dynamic;350;350;4;111;0.0599782;
Guided;350;350;4;111;0.0607469;
Static;350;350;4;121;0.062665;
Dynamic;350;350;4;121;0.0656732;
Guided;350;350;4;121;0.0640589;
Static;350;350;4;131;0.0695353;
Dynamic;350;350;4;131;0.0693405;
Guided;350;350;4;131;0.070746;
Static;350;350;4;141;0.074084;
Dynamic;350;350;4;141;0.0775108;
Guided;350;350;4;141;0.0775438;
Static;350;350;4;151;0.0798511;
Dynamic;350;350;4;151;0.0779821;
Guided;350;350;4;151;0.0820481;
Static;350;350;4;161;0.085719;
Dynamic;350;350;4;161;0.084322;
Guided;350;350;4;161;0.0840306;
Static;350;350;4;171;0.088808;
Dynamic;350;350;4;171;0.0885573;
Guided;350;350;4;171;0.0911535;
Static;350;350;4;181;0.096483;
Dynamic;350;350;4;181;0.0935467;
Guided;350;350;4;181;0.0938183;
Static;350;350;4;191;0.0988906;
Dynamic;350;350;4;191;0.0990233;
Guided;350;350;4;191;0.0986858;
Static;350;350;4;201;0.10457;
Dynamic;350;350;4;201;0.103931;
Guided;350;350;4;201;0.103933;
Static;350;350;4;211;0.109223;
Dynamic;350;350;4;211;0.109066;
Guided;350;350;4;211;0.109122;
Static;350;350;4;221;0.11537;
Dynamic;350;350;4;221;0.114097;
Guided;350;350;4;221;0.114203;
Static;350;350;4;231;0.119638;
Dynamic;350;350;4;231;0.119408;
Guided;350;350;4;231;0.119623;
Static;350;350;4;241;0.124679;
Dynamic;350;350;4;241;0.124653;
Guided;350;350;4;241;0.124534;
Static;350;350;4;251;0.129914;
Dynamic;350;350;4;251;0.129687;
Guided;350;350;4;251;0.129798;
Static;350;350;4;261;0.135027;
Dynamic;350;350;4;261;0.13502;
Guided;350;350;4;261;0.134742;
Static;350;350;4;271;0.140248;
Dynamic;350;350;4;271;0.139999;
Guided;350;350;4;271;0.140251;
Static;350;350;4;281;0.145295;
Dynamic;350;350;4;281;0.145585;
Guided;350;350;4;281;0.145362;
Static;350;350;4;291;0.150514;
Dynamic;350;350;4;291;0.150001;
Guided;350;350;4;291;0.150371;
Static;350;350;4;301;0.155707;
Dynamic;350;350;4;301;0.155092;
Guided;350;350;4;301;0.155589;
Static;350;350;4;311;0.160915;
Dynamic;350;350;4;311;0.160881;
Guided;350;350;4;311;0.160852;
Static;350;350;4;321;0.166068;
Dynamic;350;350;4;321;0.165805;
Guided;350;350;4;321;0.165538;
Static;350;350;4;331;0.171111;
Dynamic;350;350;4;331;0.170784;
Guided;350;350;4;331;0.171152;
Static;350;350;4;341;0.17657;
Dynamic;350;350;4;341;0.176314;
Guided;350;350;4;341;0.175937;
Runtime;350;350;4;not defined;0.0471596;
Static;350;350;5;1;0.0372656;
Dynamic;350;350;5;1;0.036645;
Guided;350;350;5;1;0.0366128;
Static;350;350;5;11;0.0402843;
Dynamic;350;350;5;11;0.0397602;
Guided;350;350;5;11;0.0387824;
Static;350;350;5;21;0.0441705;
Dynamic;350;350;5;21;0.043679;
Guided;350;350;5;21;0.0417189;
Static;350;350;5;31;0.049296;
Dynamic;350;350;5;31;0.048504;
Guided;350;350;5;31;0.0398757;
Static;350;350;5;41;0.0464568;
Dynamic;350;350;5;41;0.042684;
Guided;350;350;5;41;0.044802;
Static;350;350;5;51;0.0578889;
Dynamic;350;350;5;51;0.0530794;
Guided;350;350;5;51;0.0530824;
Static;350;350;5;61;0.0564064;
Dynamic;350;350;5;61;0.0560689;
Guided;350;350;5;61;0.0507283;
Static;350;350;5;71;0.0448572;
Dynamic;350;350;5;71;0.037478;
Guided;350;350;5;71;0.0401156;
Static;350;350;5;81;0.0441571;
Dynamic;350;350;5;81;0.0446237;
Guided;350;350;5;81;0.0447331;
Static;350;350;5;91;0.0503125;
Dynamic;350;350;5;91;0.0505657;
Guided;350;350;5;91;0.0513314;
Static;350;350;5;101;0.0554369;
Dynamic;350;350;5;101;0.0540637;
Guided;350;350;5;101;0.0540842;
Static;350;350;5;111;0.0597936;
Dynamic;350;350;5;111;0.0606178;
Guided;350;350;5;111;0.0582706;
Static;350;350;5;121;0.0645465;
Dynamic;350;350;5;121;0.063002;
Guided;350;350;5;121;0.0645209;
Static;350;350;5;131;0.0693514;
Dynamic;350;350;5;131;0.0690706;
Guided;350;350;5;131;0.0734333;
Static;350;350;5;141;0.0744349;
Dynamic;350;350;5;141;0.0794667;
Guided;350;350;5;141;0.0804909;
Static;350;350;5;151;0.0807533;
Dynamic;350;350;5;151;0.0836546;
Guided;350;350;5;151;0.0802928;
Static;350;350;5;161;0.0839743;
Dynamic;350;350;5;161;0.0925757;
Guided;350;350;5;161;0.0858518;
Static;350;350;5;171;0.0885362;
Dynamic;350;350;5;171;0.100435;
Guided;350;350;5;171;0.0942841;
Static;350;350;5;181;0.0942714;
Dynamic;350;350;5;181;0.0967848;
Guided;350;350;5;181;0.0998644;
Static;350;350;5;191;0.0999645;
Dynamic;350;350;5;191;0.09932;
Guided;350;350;5;191;0.0990065;
Static;350;350;5;201;0.105425;
Dynamic;350;350;5;201;0.105638;
Guided;350;350;5;201;0.105566;
Static;350;350;5;211;0.111595;
Dynamic;350;350;5;211;0.111564;
Guided;350;350;5;211;0.109453;
Static;350;350;5;221;0.11476;
Dynamic;350;350;5;221;0.114563;
Guided;350;350;5;221;0.117814;
Static;350;350;5;231;0.120168;
Dynamic;350;350;5;231;0.12041;
Guided;350;350;5;231;0.124566;
Static;350;350;5;241;0.125562;
Dynamic;350;350;5;241;0.128834;
Guided;350;350;5;241;0.129647;
Static;350;350;5;251;0.130233;
Dynamic;350;350;5;251;0.138128;
Guided;350;350;5;251;0.143399;
Static;350;350;5;261;0.135652;
Dynamic;350;350;5;261;0.135004;
Guided;350;350;5;261;0.13517;
Static;350;350;5;271;0.142134;
Dynamic;350;350;5;271;0.142088;
Guided;350;350;5;271;0.139981;
Static;350;350;5;281;0.145914;
Dynamic;350;350;5;281;0.1477;
Guided;350;350;5;281;0.14768;
Static;350;350;5;291;0.156074;
Dynamic;350;350;5;291;0.150868;
Guided;350;350;5;291;0.150091;
Static;350;350;5;301;0.1566;
Dynamic;350;350;5;301;0.164393;
Guided;350;350;5;301;0.156336;
Static;350;350;5;311;0.162483;
Dynamic;350;350;5;311;0.177598;
Guided;350;350;5;311;0.170993;
Static;350;350;5;321;0.167336;
Dynamic;350;350;5;321;0.165675;
Guided;350;350;5;321;0.166339;
Static;350;350;5;331;0.171394;
Dynamic;350;350;5;331;0.172614;
Guided;350;350;5;331;0.17461;
Static;350;350;5;341;0.177375;
Dynamic;350;350;5;341;0.181568;
Guided;350;350;5;341;0.192111;
Runtime;350;350;5;not defined;0.0400296;
Static;350;350;6;1;0.031103;
Dynamic;350;350;6;1;0.0316108;
Guided;350;350;6;1;0.0367287;
Static;350;350;6;11;0.0371717;
Dynamic;350;350;6;11;0.0339927;
Guided;350;350;6;11;0.0319084;
Static;350;350;6;21;0.0328519;
Dynamic;350;350;6;21;0.0326093;
Guided;350;350;6;21;0.0348487;
Static;350;350;6;31;0.0323937;
Dynamic;350;350;6;31;0.0321572;
Guided;350;350;6;31;0.0340105;
Static;350;350;6;41;0.0478079;
Dynamic;350;350;6;41;0.042783;
Guided;350;350;6;41;0.0573647;
Static;350;350;6;51;0.0509014;
Dynamic;350;350;6;51;0.0502716;
Guided;350;350;6;51;0.046125;
Static;350;350;6;61;0.0380376;
Dynamic;350;350;6;61;0.0395529;
Guided;350;350;6;61;0.0318479;
Static;350;350;6;71;0.0469776;
Dynamic;350;350;6;71;0.0376042;
Guided;350;350;6;71;0.0376446;
Static;350;350;6;81;0.0429109;
Dynamic;350;350;6;81;0.0469093;
Guided;350;350;6;81;0.0435732;
Static;350;350;6;91;0.0483108;
Dynamic;350;350;6;91;0.0536584;
Guided;350;350;6;91;0.0479287;
Static;350;350;6;101;0.0554811;
Dynamic;350;350;6;101;0.0535336;
Guided;350;350;6;101;0.0545654;
Static;350;350;6;111;0.059359;
Dynamic;350;350;6;111;0.0599798;
Guided;350;350;6;111;0.0587846;
Static;350;350;6;121;0.0646541;
Dynamic;350;350;6;121;0.0643157;
Guided;350;350;6;121;0.0636408;
Static;350;350;6;131;0.0697877;
Dynamic;350;350;6;131;0.0689035;
Guided;350;350;6;131;0.0692065;
Static;350;350;6;141;0.0736458;
Dynamic;350;350;6;141;0.0787436;
Guided;350;350;6;141;0.0739434;
Static;350;350;6;151;0.0812192;
Dynamic;350;350;6;151;0.0793235;
Guided;350;350;6;151;0.0783025;
Static;350;350;6;161;0.0840839;
Dynamic;350;350;6;161;0.0851956;
Guided;350;350;6;161;0.0835355;
Static;350;350;6;171;0.088632;
Dynamic;350;350;6;171;0.0887024;
Guided;350;350;6;171;0.0884732;
Static;350;350;6;181;0.093464;
Dynamic;350;350;6;181;0.0935993;
Guided;350;350;6;181;0.0933513;
Static;350;350;6;191;0.0987374;
Dynamic;350;350;6;191;0.0985559;
Guided;350;350;6;191;0.0981931;
Static;350;350;6;201;0.103689;
Dynamic;350;350;6;201;0.10469;
Guided;350;350;6;201;0.104988;
Static;350;350;6;211;0.110175;
Dynamic;350;350;6;211;0.109876;
Guided;350;350;6;211;0.109996;
Static;350;350;6;221;0.115066;
Dynamic;350;350;6;221;0.113652;
Guided;350;350;6;221;0.113637;
Static;350;350;6;231;0.11941;
Dynamic;350;350;6;231;0.11922;
Guided;350;350;6;231;0.118979;
Static;350;350;6;241;0.124537;
Dynamic;350;350;6;241;0.127065;
Guided;350;350;6;241;0.123912;
Static;350;350;6;251;0.12967;
Dynamic;350;350;6;251;0.131235;
Guided;350;350;6;251;0.129566;
Static;350;350;6;261;0.135478;
Dynamic;350;350;6;261;0.134394;
Guided;350;350;6;261;0.134767;
Static;350;350;6;271;0.141489;
Dynamic;350;350;6;271;0.150583;
Guided;350;350;6;271;0.150816;
Static;350;350;6;281;0.144991;
Dynamic;350;350;6;281;0.145014;
Guided;350;350;6;281;0.144884;
Static;350;350;6;291;0.150344;
Dynamic;350;350;6;291;0.150174;
Guided;350;350;6;291;0.153251;
Static;350;350;6;301;0.155436;
Dynamic;350;350;6;301;0.163255;
Guided;350;350;6;301;0.155541;
Static;350;350;6;311;0.160342;
Dynamic;350;350;6;311;0.16007;
Guided;350;350;6;311;0.160942;
Static;350;350;6;321;0.165916;
Dynamic;350;350;6;321;0.165467;
Guided;350;350;6;321;0.165741;
Static;350;350;6;331;0.170393;
Dynamic;350;350;6;331;0.169982;
Guided;350;350;6;331;0.170345;
Static;350;350;6;341;0.175796;
Dynamic;350;350;6;341;0.175587;
Guided;350;350;6;341;0.176588;
Runtime;350;350;6;not defined;0.0351316;
Static;350;350;7;1;0.0263672;
Dynamic;350;350;7;1;0.0262402;
Guided;350;350;7;1;0.0263462;
Static;350;350;7;11;0.0288736;
Dynamic;350;350;7;11;0.0283933;
Guided;350;350;7;11;0.0280509;
Static;350;350;7;21;0.0328145;
Dynamic;350;350;7;21;0.0325243;
Guided;350;350;7;21;0.0299249;
Static;350;350;7;31;0.0321831;
Dynamic;350;350;7;31;0.0322153;
Guided;350;350;7;31;0.0321755;
Static;350;350;7;41;0.0432129;
Dynamic;350;350;7;41;0.0434118;
Guided;350;350;7;41;0.0424407;
Static;350;350;7;51;0.0320415;
Dynamic;350;350;7;51;0.0289693;
Guided;350;350;7;51;0.0271455;
Static;350;350;7;61;0.0380603;
Dynamic;350;350;7;61;0.0315824;
Guided;350;350;7;61;0.0317805;
Static;350;350;7;71;0.0465598;
Dynamic;350;350;7;71;0.0387608;
Guided;350;350;7;71;0.0370619;
Static;350;350;7;81;0.0437501;
Dynamic;350;350;7;81;0.0423517;
Guided;350;350;7;81;0.0421506;
Static;350;350;7;91;0.0476652;
Dynamic;350;350;7;91;0.0476213;
Guided;350;350;7;91;0.0479852;
Static;350;350;7;101;0.0544677;
Dynamic;350;350;7;101;0.0531978;
Guided;350;350;7;101;0.05412;
Static;350;350;7;111;0.0625129;
Dynamic;350;350;7;111;0.061006;
Guided;350;350;7;111;0.059963;
Static;350;350;7;121;0.0644918;
Dynamic;350;350;7;121;0.0631424;
Guided;350;350;7;121;0.0644166;
Static;350;350;7;131;0.0700742;
Dynamic;350;350;7;131;0.069637;
Guided;350;350;7;131;0.0690637;
Static;350;350;7;141;0.0760216;
Dynamic;350;350;7;141;0.0776829;
Guided;350;350;7;141;0.0738261;
Static;350;350;7;151;0.0779259;
Dynamic;350;350;7;151;0.0784342;
Guided;350;350;7;151;0.0777245;
Static;350;350;7;161;0.0836077;
Dynamic;350;350;7;161;0.0847013;
Guided;350;350;7;161;0.0857884;
Static;350;350;7;171;0.0885372;
Dynamic;350;350;7;171;0.0881247;
Guided;350;350;7;171;0.0920298;
Static;350;350;7;181;0.0964126;
Dynamic;350;350;7;181;0.0931406;
Guided;350;350;7;181;0.0944795;
Static;350;350;7;191;0.0997307;
Dynamic;350;350;7;191;0.099523;
Guided;350;350;7;191;0.0987128;
Static;350;350;7;201;0.104139;
Dynamic;350;350;7;201;0.10429;
Guided;350;350;7;201;0.103928;
Static;350;350;7;211;0.108823;
Dynamic;350;350;7;211;0.108684;
Guided;350;350;7;211;0.108893;
Static;350;350;7;221;0.114042;
Dynamic;350;350;7;221;0.114092;
Guided;350;350;7;221;0.113784;
Static;350;350;7;231;0.119788;
Dynamic;350;350;7;231;0.120712;
Guided;350;350;7;231;0.119268;
Static;350;350;7;241;0.12629;
Dynamic;350;350;7;241;0.125718;
Guided;350;350;7;241;0.12532;
Static;350;350;7;251;0.130117;
Dynamic;350;350;7;251;0.130078;
Guided;350;350;7;251;0.130359;
Static;350;350;7;261;0.139185;
Dynamic;350;350;7;261;0.135102;
Guided;350;350;7;261;0.135219;
Static;350;350;7;271;0.140465;
Dynamic;350;350;7;271;0.141112;
Guided;350;350;7;271;0.140008;
Static;350;350;7;281;0.145664;
Dynamic;350;350;7;281;0.14536;
Guided;350;350;7;281;0.14509;
Static;350;350;7;291;0.15183;
Dynamic;350;350;7;291;0.150035;
Guided;350;350;7;291;0.150093;
Static;350;350;7;301;0.155081;
Dynamic;350;350;7;301;0.155367;
Guided;350;350;7;301;0.155685;
Static;350;350;7;311;0.160088;
Dynamic;350;350;7;311;0.160446;
Guided;350;350;7;311;0.1602;
Static;350;350;7;321;0.165767;
Dynamic;350;350;7;321;0.165589;
Guided;350;350;7;321;0.165614;
Static;350;350;7;331;0.170763;
Dynamic;350;350;7;331;0.170775;
Guided;350;350;7;331;0.170545;
Static;350;350;7;341;0.175727;
Dynamic;350;350;7;341;0.175671;
Guided;350;350;7;341;0.175733;
Runtime;350;350;7;not defined;0.0285734;
Static;350;350;8;1;0.0250859;
Dynamic;350;350;8;1;0.0232096;
Guided;350;350;8;1;0.0232221;
Static;350;350;8;11;0.0228466;
Dynamic;350;350;8;11;0.0237759;
Guided;350;350;8;11;0.0249065;
Static;350;350;8;21;0.0290912;
Dynamic;350;350;8;21;0.0291525;
Guided;350;350;8;21;0.0268495;
Static;350;350;8;31;0.0326326;
Dynamic;350;350;8;31;0.0324507;
Guided;350;350;8;31;0.0324447;
Static;350;350;8;41;0.0330117;
Dynamic;350;350;8;41;0.033689;
Guided;350;350;8;41;0.0311829;
Static;350;350;8;51;0.0287915;
Dynamic;350;350;8;51;0.0264173;
Guided;350;350;8;51;0.0287983;
Static;350;350;8;61;0.0332048;
Dynamic;350;350;8;61;0.03194;
Guided;350;350;8;61;0.0330191;
Static;350;350;8;71;0.0405245;
Dynamic;350;350;8;71;0.0371011;
Guided;350;350;8;71;0.0423009;
Static;350;350;8;81;0.0426175;
Dynamic;350;350;8;81;0.0438453;
Guided;350;350;8;81;0.0425129;
Static;350;350;8;91;0.0478591;
Dynamic;350;350;8;91;0.0475183;
Guided;350;350;8;91;0.0512036;
Static;350;350;8;101;0.0530215;
Dynamic;350;350;8;101;0.0544648;
Guided;350;350;8;101;0.0524815;
Static;350;350;8;111;0.0593762;
Dynamic;350;350;8;111;0.0589289;
Guided;350;350;8;111;0.0584239;
Static;350;350;8;121;0.0751726;
Dynamic;350;350;8;121;0.0651391;
Guided;350;350;8;121;0.0644694;
Static;350;350;8;131;0.0692676;
Dynamic;350;350;8;131;0.0695945;
Guided;350;350;8;131;0.0731317;
Static;350;350;8;141;0.0761218;
Dynamic;350;350;8;141;0.0765817;
Guided;350;350;8;141;0.0746374;
Static;350;350;8;151;0.082679;
Dynamic;350;350;8;151;0.0827965;
Guided;350;350;8;151;0.0868722;
Static;350;350;8;161;0.0839896;
Dynamic;350;350;8;161;0.0883972;
Guided;350;350;8;161;0.0879038;
Static;350;350;8;171;0.0896789;
Dynamic;350;350;8;171;0.0893588;
Guided;350;350;8;171;0.0895895;
Static;350;350;8;181;0.103636;
Dynamic;350;350;8;181;0.100664;
Guided;350;350;8;181;0.10222;
Static;350;350;8;191;0.0994408;
Dynamic;350;350;8;191;0.0991049;
Guided;350;350;8;191;0.0988152;
Static;350;350;8;201;0.10413;
Dynamic;350;350;8;201;0.104176;
Guided;350;350;8;201;0.104041;
Static;350;350;8;211;0.110538;
Dynamic;350;350;8;211;0.11191;
Guided;350;350;8;211;0.113015;
Static;350;350;8;221;0.121091;
Dynamic;350;350;8;221;0.132667;
Guided;350;350;8;221;0.115971;
Static;350;350;8;231;0.128678;
Dynamic;350;350;8;231;0.126166;
Guided;350;350;8;231;0.126852;
Static;350;350;8;241;0.133913;
Dynamic;350;350;8;241;0.131265;
Guided;350;350;8;241;0.131936;
Static;350;350;8;251;0.135471;
Dynamic;350;350;8;251;0.132784;
Guided;350;350;8;251;0.131033;
Static;350;350;8;261;0.138995;
Dynamic;350;350;8;261;0.136737;
Guided;350;350;8;261;0.137926;
Static;350;350;8;271;0.143125;
Dynamic;350;350;8;271;0.140991;
Guided;350;350;8;271;0.141644;
Static;350;350;8;281;0.15063;
Dynamic;350;350;8;281;0.161636;
Guided;350;350;8;281;0.146835;
Static;350;350;8;291;0.153161;
Dynamic;350;350;8;291;0.158725;
Guided;350;350;8;291;0.164129;
Static;350;350;8;301;0.182039;
Dynamic;350;350;8;301;0.187061;
Guided;350;350;8;301;0.161287;
Static;350;350;8;311;0.162648;
Dynamic;350;350;8;311;0.166038;
Guided;350;350;8;311;0.168634;
Static;350;350;8;321;0.168879;
Dynamic;350;350;8;321;0.168559;
